Instrument_Token,Symbol,Series,instrumenttype,issuedcapital,permittedtotrade,Price_Range,normalmarketstatus,normalmarketeligibility,oddlotmarketstatus,oddlotmarketeligibility,spotmarketstatus,spotmarketeligibility,auctionmarketstatus,auctionmarketeligibility,callauction1marketstatus,callauction1marketeligibility,callauction2marketstatus,callauction2marketeligibility,boardlotquantity,ticsize,Name,survind,issuestartdate,interestpaymentdate,maturitydate,freezepercent,listingdate,expulsiondate,readmissiondate,expirydate,recorddate,nodeliverystartdate,nodeliveryenddate,participantinmarketindex,aon,minimumfill,settlementtype,bookclosurestartdate,bookclosureenddate,dividend,rights,bonus,interest,agm,egm,marketmakerspread,marketmakerminquantity,ssec,remark,localupdatedatetime,deleteflag,Face_Value,ISIN,Is_Relevant_Series_EQ_BE_BZ,Avg_Traded_Value,Avg_Traded_Value_Lakhs,Avg_Traded_Volume,Avg_Close_Price,Days_Data_Available,Has_Complete_3Day_Data,Variance_Percent,Is_FO_Stock,FO_Category,Price_Band_Percent,Category
758724,757MP43,SG,4,2.30000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL MP 7.57% 2043,0,1441152000,0,0,4347,1441152000,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741383,N,10000,IN2120250120,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
758725,757MP45,SG,4,2.50000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL MP 7.57% 2045,0,1441152000,0,0,4000,1441152000,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741383,N,10000,IN2120250138,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
21394,757NHB31,N8,2,2.00000000000000E+05,0,80000.00-120000.00,1,1,2,0,2,0,2,1,1,0,1,0,1,1,NHB 7.57% 2031,0,1389916800,0,0,5000,1389916800,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,SYMBOL CHANGE,1446741379,N,10000000,INE557F08FT4,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,20.0,5x
759321,757PN37,SG,4,2.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL PN 7.57% 2037,0,1444176000,0,0,5000,1444176000,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741384,N,10000,IN2820250115,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
758723,757RJ43,SG,4,1.50000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL RJ 7.57% 2043,0,1441152000,0,0,6666,1441152000,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741383,N,10000,IN2920250171,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
13715,757TN33,SG,4,1.00000000000000E+08,0,96.51-106.66,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL TN 7.57% 2033,0,1358035200,0,0,9843,1358035200,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741377,N,10000,IN3120220261,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
14455,757TN53,SG,4,3.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL TN 7.57% 2053,0,1362873600,0,0,3333,1362873600,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741377,N,10000,IN3120220345,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
13772,757TS31,SG,4,5.00000000000000E+07,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL TS 7.57% 2031,0,1358640000,0,0,20000,1358640000,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741377,N,10000,IN4520220349,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
758141,758ABHFL35,N0,2,1.50000000000000E+05,0,80000.00-120000.00,1,1,2,0,2,0,2,1,1,0,1,0,1,1,ABHFL 7.58% 2035 E1,0,1438905600,0,0,6666,1438905600,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741383,N,10000000,INE831R07615,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,20.0,5x
10911,758AP40,SG,4,5.00000000000000E+07,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL AP 7.58% 2040,0,1347148800,0,0,20000,1347148800,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741376,N,10000,IN1020220472,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
10913,758AP42,SG,4,5.00000000000000E+07,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL AP 7.58% 2042,0,1347148800,0,0,20000,1347148800,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741376,N,10000,IN1020220480,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
15016,758AS33,SG,4,1.00000000000000E+08,0,93.33-103.16,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL AS 7.58% 2033,0,1366156800,0,0,10178,1366156800,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741377,N,10000,IN1220230016,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
13113,758BR32,SG,4,2.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL BR 7.58% 2032,0,1355616000,0,0,5000,1355616000,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741377,N,10000,IN1320220156,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
759327,758BR43,SG,4,2.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL BR 7.58% 2043,0,1444176000,0,0,5000,1444176000,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741384,N,10000,IN1320250146,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
759486,758CIFL30,N0,2,5.50000000000000E+04,0,80000.00-120000.00,1,1,2,0,2,0,2,1,1,0,1,0,1,1,CIFL 7.58% 2030 SR 655,0,1445126400,0,0,18181,1445126400,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741384,N,10000000,INE121A07SO6,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,20.0,5x
10912,758GA37,SG,4,1.00000000000000E+07,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL GA 7.58% 2037,0,1347148800,0,0,32700,1347148800,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741376,N,10000,IN1420220023,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
11097,758GA37A,SG,4,1.00000000000000E+07,0,90.25-99.75,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL GA 7.58% 2037,0,1348358400,0,0,32700,1348358400,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741376,N,10000,IN1420220031,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
20367,758GJ26,SG,4,1.00000000000000E+08,0,96.20-106.33,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL GJ 7.58% 2026,0,1385856000,0,0,9874,1385856000,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741378,N,10000,IN1520230104,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
13241,758HR30,SG,4,5.00000000000000E+07,0,95.95-106.05,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL HR 7.58% 2030,0,1356220800,0,0,19801,1356220800,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741377,N,10000,IN1620220328,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
13368,758JH31,SG,4,1.00000000000000E+08,0,93.90-103.79,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL JH 7.58% 2031,0,1356825600,0,0,10116,1356825600,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741377,N,10000,IN3720220034,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
19907,758JK50,SG,4,9.00000000000000E+07,0,94.66-104.63,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL JK 7.58% 2050,0,1384041600,0,0,11150,1384041600,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741378,N,10000,IN4920230138,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
14355,758KL49,SG,4,1.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL KL 7.58% 2049,0,1362268800,0,0,10000,1362268800,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741377,N,10000,IN2020220165,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
758728,758KL50,SG,4,1.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL KL 7.58% 2050,0,1441152000,0,0,10000,1441152000,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741383,N,10000,IN2020250147,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
29200,758LICH35,N0,2,1.24500000000000E+05,0,80000.00-120000.00,1,1,2,0,2,0,2,1,1,0,1,0,1,1,LICH 7.58% 2035 SR 450,0,1422057600,0,0,8032,1422057600,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741380,N,10000000,INE115A07RB7,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,20.0,5x
30277,758LICH35A,N0,2,7.00000000000000E+05,0,80000.00-120000.00,1,1,2,0,2,0,2,1,1,0,1,0,1,1,LICH 7.58% 2035 SR 454,0,1427414400,0,0,1428,1427414400,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741380,N,10000000,INE115A07RF8,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,20.0,5x
15021,758NL33,SG,4,3.00000000000000E+07,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL NL 7.58% 2033,0,1366156800,0,0,32700,1366156800,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741377,N,10000,IN2620230010,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
10907,758PN42,SG,4,1.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL PN 7.58% 2042,0,1347148800,0,0,10000,1347148800,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741376,N,10000,IN2820220084,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
23894,758RECL29,NQ,2,2.50000000000000E+05,0,80000.00-120000.00,1,1,2,0,2,0,2,1,1,0,1,0,1,1,REC 7.58% 2029 SR 234-B,0,1401580800,0,0,4000,1401580800,0,0,1431820800,1431820800,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,INTEREST PAYMENT,1446741379,N,10000000,INE020B08FD6,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,20.0,5x
14354,758RJ48,SG,4,9.83000000000000E+07,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL RJ 7.58% 2048,0,1362268800,0,0,10172,1362268800,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741377,N,10000,IN2920220307,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
25982,758SDIL31,N0,2,1.00000000000000E+05,0,80000.00-120000.00,1,1,2,0,2,0,2,1,1,0,1,0,1,1,SDIL 7.58% 2031,0,1415145600,0,0,10000,1415145600,0,0,1442448000,1442448000,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,INTEREST PAYMENT,1446741380,N,10000000,INE507T07153,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,20.0,5x
21841,758TN54,SG,4,2.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL TN 7.58% 2054,0,1390953600,0,0,5000,1390953600,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741379,N,10000,IN3120230393,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
20745,758TS41,SG,4,9.00000000000000E+07,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL TS 7.58% 2041,0,1387670400,0,0,11111,1387670400,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741378,N,10000,IN4520230371,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
14353,758TS45,SG,4,1.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL TS 7.58% 2045,0,1362268800,0,0,10000,1362268800,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741377,N,10000,IN4520220414,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
13717,759AP33,SG,4,1.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL AP 7.59% 2033,0,1358035200,0,0,10000,1358035200,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741377,N,10000,IN1020220621,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
22158,759CG30,SG,4,1.00000000000000E+08,0,103.01-113.86,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL CG 7.59% 2030,0,1280275200,0,0,9221,1280275200,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741379,N,10000,IN3520190080,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
756876,759GIL30,N0,2,5.00000000000000E+04,0,80000.00-120000.00,1,1,2,0,2,0,2,1,1,0,1,0,1,1,GIL 7.59% 2030 SR 2,0,1431129600,0,0,20000,1431129600,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741383,N,10000000,INE233A08162,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,20.0,5x
7130,759GS2029,GS,4,9.62367930000000E+09,0,98.77-109.16,1,1,2,0,2,0,2,0,1,0,1,0,1,1,GOI LOAN 7.59% 2029,0,1229472000,0,0,99,1229472000,0,0,1442707200,1442707200,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,INTEREST PAYMENT,1446741376,N,10000,IN0020150069,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
14276,759HP38,SG,4,1.30000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL HP 7.59% 2038,0,1361664000,0,0,7692,1361664000,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741377,N,10000,IN1720220194,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
19166,759HR35,SG,4,1.00000000000000E+08,0,85.73-94.76,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL HR 7.59% 2035,0,1381017600,0,0,11080,1381017600,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741378,N,10000,IN1620230244,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
23250,759IRDA34,NC,2,1.06500000000000E+05,0,80000.00-120000.00,1,1,2,0,2,0,2,1,1,0,1,0,1,1,IREDA 7.59% 2034 SR XV H,0,1396051200,0,0,9389,1396051200,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,SYMBOL CHANGE,1446741379,N,10000000,INE202E08193,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,20.0,5x
22820,759IREDA34,N0,2,1.13000000000000E+05,0,80000.00-120000.00,1,1,2,0,2,0,2,1,1,0,1,0,1,1,IREDA 7.59% 2034 SR XV E,0,1393459200,0,0,8849,1393459200,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,SYMBOL CHANGE,1446741379,N,10000000,INE202E08169,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,20.0,5x
13049,759KA38,SG,4,2.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL KA 7.59% 2038,0,1355011200,0,0,5000,1355011200,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741377,N,10000,IN1920220077,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
756025,759LTFL28,N0,2,5.00000000000000E+04,0,80000.00-120000.00,1,1,2,0,2,0,2,1,1,0,1,0,1,1,LTFL 7.5934% 28 SR A OP2,0,1429315200,0,0,20000,1429315200,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741383,N,10000000,INE498L07129,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,20.0,5x
18991,759MN35,SG,4,1.00000000000000E+07,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL MN 7.59% 2035,0,1380412800,0,0,32700,1380412800,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741378,N,10000,IN2320230062,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
14277,759MP38,SG,4,3.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL MP 7.59% 2038,0,1361664000,0,0,3333,1361664000,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741377,N,10000,IN2120220081,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
24114,759NH27,NE,2,3.20000000000000E+05,0,80000.00-120000.00,1,1,2,0,2,0,2,1,1,0,1,0,1,1,NHB 7.59% 2027,0,1403654400,0,0,3125,1403654400,0,0,1433548800,1433548800,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,INTEREST PAYMENT,1446741379,N,10000000,INE557F08FZ1,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,20.0,5x
23913,759NHB27,ND,2,4.00000000000000E+05,0,80000.00-120000.00,1,1,2,0,2,0,2,1,1,0,1,0,1,1,NHB 7.59% 2027,0,1401840000,0,0,2500,1401840000,0,0,1431734400,1431734400,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,INTEREST PAYMENT,1446741379,N,10000000,INE557F08FY4,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,20.0,5x
15019,759PN33,SG,4,1.50000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL PN 7.59% 2033,0,1366156800,0,0,6666,1366156800,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741377,N,10000,IN2820230018,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
14279,759PN39,SG,4,1.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL PN 7.59% 2039,0,1361664000,0,0,10000,1361664000,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741377,N,10000,IN2820220191,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
14168,759PY41,SG,4,2.50000000000000E+07,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL PY 7.59% 2041,0,1361059200,0,0,32700,1361059200,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741377,N,10000,IN3820220041,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
19906,759RJ46,SG,4,1.00000000000000E+08,0,93.14-102.95,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL RJ 7.59% 2046,0,1384041600,0,0,10198,1384041600,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741378,N,10000,IN2920230314,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
15109,759RJ48,SG,4,1.50000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL RJ 7.59% 2048,0,1366502400,0,0,6666,1366502400,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741377,N,10000,IN2920230033,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
23534,759RL27,NO,2,5.08000000000000E+04,0,80000.00-120000.00,1,1,2,0,2,0,2,1,1,0,1,0,1,1,REC 7.59% 2027 SR 232A,0,1397692800,0,0,19685,1397692800,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,SYMBOL CHANGE,1446741379,N,10000000,INE020B08FA2,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,20.0,5x
21829,759TN44,SG,4,1.00073800000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL TN 7.59% 2044,0,1390953600,0,0,9992,1390953600,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741379,N,10000,IN3120230385,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
13719,759TS37,SG,4,1.00000000000000E+08,0,92.62-102.37,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL TS 7.59% 2037,0,1358035200,0,0,10256,1358035200,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741377,N,10000,IN4520220315,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
13721,759TS40,SG,4,5.00000000000000E+07,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL TS 7.59% 2040,0,1358035200,0,0,20000,1358035200,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741377,N,10000,IN4520220323,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
14167,759TS40A,SG,4,5.00000000000000E+07,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL TS 7.59% 2040,0,1361059200,0,0,20000,1361059200,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741377,N,10000,IN4520220406,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
21830,759TS46,SG,4,1.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL TS 7.59% 2046,0,1390953600,0,0,10000,1390953600,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741379,N,10000,IN4520230405,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
19172,759WB39,SG,4,2.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL WB 7.59% 2039,0,1381017600,0,0,5000,1381017600,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741378,N,10000,IN3420230101,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
12660,75AP28,SG,4,5.00000000000000E+07,0,94.52-104.47,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL AP 7.5% 2028,0,1354406400,0,0,20100,1354406400,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741377,N,10000,IN1020220589,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
23582,75AP32,SG,4,1.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL AP 7.5% 2032,0,1398556800,0,0,10000,1398556800,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741379,N,10000,IN1020240066,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
19174,75AP41,SG,4,1.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL AP 7.5% 2041,0,1381017600,0,0,10000,1381017600,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741378,N,10000,IN1020230497,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
759329,75AP45,SG,4,1.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL AP 7.5% 2045,0,1444176000,0,0,10000,1444176000,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741384,N,10000,IN1020250321,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
759331,75AP46,SG,4,1.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL AP 7.5% 2046,0,1444176000,0,0,10000,1444176000,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741384,N,10000,IN1020250339,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
23494,75AS34,SG,4,1.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL AS 7.5% 2034,0,1397606400,0,0,10000,1397606400,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741379,N,10000,IN1220240015,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
18080,75BR31,SG,4,2.00000000000000E+08,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL BR 7.5% 2031,0,1377043200,0,0,5000,1377043200,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741378,N,10000,IN1320230031,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
18082,75GA33,SG,4,1.00000000000000E+07,0,95.00-105.00,1,1,2,0,2,0,2,0,1,0,1,0,100,1,SDL GA 7.5% 2033,0,1377043200,0,0,32700,1377043200,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,1446741378,N,10000,IN1420230055,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,5.0,5x
757980,75GFL28,N0,2,5.00000000000000E+04,0,80000.00-120000.00,1,1,2,0,2,0,2,1,1,0,1,0,1,1,GFL 7.5% 28 SR D2 STRPPI,0,1438473600,0,0,20000,1438473600,0,0,1442102400,1442275200,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,INTEREST PAYMENT,1446741383,N,10000000,INE02KN07105,False,0.0,0.0,0.0,,0,False,10.0,True,5x_variance,20.0,5x
